Date,Bid Strategy Status,Bid strategy,Bid strategy type,System Status,Account,Campaigns,Currency code,Target CPA,Avg. Target CPA,Actual CPA,Cost / conv.,Cost (Converted currency) / conv.,Cost,Cost (Converted currency),Conversions,Conv. rate,Converted currency code
"February 22, 2026 - February 28, 2026",Enabled,JWT - Pennsylvania - Maximize Conversions (tCPA) - Trademark - Exact,Maximize Conversions,Active,Mavis Discount Tire,1,USD,6,6,6.16,6.16,6.16,647.6,647.6,105.2,0.353,USD
"February 22, 2026 - February 28, 2026",Enabled,West Palm Beach FL | NB - Tires - E - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC Central Eastern - Maximize Conversion - Non Brand -Services,Maximize Conversions,Active,Express Oil Change & Tire Engineers,9,USD,4.2,4.23,4.95,4.95,4.95,6142.03,6142.03,1240.88,0.3234,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Illinois 2 - Maximize Conversion Value - Non Brand - Services,Target ROAS,Inactive,Mavis Tire Express Services MCC,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Midwest - Maximize Conversion - Non-Brand - Auto Service,Maximize Conversions,Limited (budget constrained),NTB,1,USD,4.5,5.24,6.37,6.37,6.37,702.66,702.66,110.24,0.3261,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Hudson Valley - Maximize Conversions Non-Brand - Oil Change,Target CPA,Limited (budget constrained),Mavis Discount Tire,1,USD,10,10,11.05,11.05,11.05,1767.48,1767.48,160,0.2968,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - Southern - Maximize Conversion - Non Brand - Services,Maximize Conversions,Active,Express Oil Change & Tire Engineers,6,USD,3.5,3.65,4.15,4.15,4.15,2938.56,2938.56,707.35,0.2637,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Illinois - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,25.6,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,TK - Florida - Maximize Conversions - Oil Change,Maximize Conversions,Limited (budget constrained),Tire Kingdom,1,USD,8,8,8.87,8.87,8.87,3145.93,3145.93,354.81,0.2873,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Carolinas - Maximize Conversion - Non-Brand - Tires,Maximize Conversions,Limited (budget constrained),NTB,4,USD,4.4,4.4,4.7,4.7,4.7,1165.94,1165.94,247.82,0.3634,USD
"February 22, 2026 - February 28, 2026",Enabled,Southwest - CP - Adobe,Maximize Conversions,Inactive,Brakes Plus,0,USD,11,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - Southern - Maximize Conversion - Brand,Maximize Conversions,Active,Express Oil Change & Tire Engineers,7,USD,3,3.09,3.98,3.98,3.98,7263.75,7263.75,1824.95,0.4167,USD
"February 22, 2026 - February 28, 2026",Enabled,ADT - New York - Maximize Conversions - Competitors,Maximize Conversions,Active,Mavis Tire Express Services MCC,4,USD,10.84,10.84,12.02,12.02,12.02,467.46,467.46,38.9,0.272,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - South Carolina - Maximize Conversions - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Gulf States - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Active,Mavis Discount Tire,5,USD,3.5,4.3,4.7,4.7,4.7,3889.5,3889.5,828.37,0.3743,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Westchester - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,25.6,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - NYC Boroughs - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,7,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - TEXAS - Maximize Conversions - Brand,Maximize Conversions,Active,Mavis Discount Tire,4,USD,4.3,4.7,4.83,4.83,4.83,5010.82,5010.82,1036.7,0.3158,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - West Central - Maximize Conversions - Non-Brand - Auto Service,Maximize Conversions,Active,Mavis Discount Tire,1,USD,2.55,2.87,3.23,3.23,3.23,269.6,269.6,83.49,0.5122,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - Illinois - Maximize Conversions (tCPA) - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,3,USD,9.6,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Westchester - Maximize Conversions - Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,7,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey - Southern - Maximize Conversions - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Midwest - Maximize Conversion - Brand,Maximize Conversions,Active,NTB,7,USD,4.3,4.95,5.24,5.24,5.24,7897.48,7897.48,1507.45,0.4072,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Massachusetts 2 - Maximize Conversions - Non-Brand - Auto Service,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,2.75,2.75,3.12,3.12,3.12,107.17,107.17,34.4,0.3127,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey - Maximize Conversions - Non-Brand - State Inspection,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,9,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Texas - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,20.48,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Southeast - Maximize Conversion - Non-Brand - Auto Service,Maximize Conversions,Limited (budget constrained),NTB,1,USD,5.5,6.5,6.27,6.27,6.27,456.42,456.42,72.83,0.3587,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Northeast - Maximize Conversions Non-Brand - Oil Change,Target CPA,Active,NTB,1,USD,7,7,8.37,8.37,8.37,1072.93,1072.93,128.18,0.2756,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - West Central - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,4.68,5.18,6.05,6.05,6.05,2156.7,2156.7,356.61,0.3927,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - North Carolina - Maximize Conversions - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,5.12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Pennsylvania - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,20,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - Southern - Maximize Conversion - Oil Change,Maximize Conversions,Active,Express Oil Change & Tire Engineers,6,USD,4.4,4.1,4.45,4.45,4.45,10524.08,10524.08,2363.89,0.474,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Texas - Maximize Conversion - Non-Brand - Brakes,Maximize Conversions,Active,NTB,2,USD,13,13,13.57,13.57,13.57,1529.48,1529.48,112.69,0.2192,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Louisiana - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,25.6,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey - Southern - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,7,USD,6.14,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Massachussetts - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,6,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - South Carolinas 2 - Maximize Conversions - Non-Brand - Brakes,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,5.15,5.68,6.39,6.39,6.39,1312.54,1312.54,205.34,0.3296,USD
"February 22, 2026 - February 28, 2026",Enabled,Miami FL | Brand - Tire Kingdom Trademark - B - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,TK - Florida - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Limited (budget constrained),Tire Kingdom,4,USD,6.8,6.8,7.01,7.01,7.01,8311.31,8311.31,1186.45,0.3036,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Louisiana - Northern - Maximize Conversions - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,5.12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Dallas PP 1224 - Maximize Conversion - Competitors,Target CPA,Inactive,NTB,4,USD,14.3,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Long Island - Maximize Conversions - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,5.12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - NYC Boroughs - Maximize Conversions - Non-Brand - Inspection,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,4,4.25,4.02,4.02,4.02,286.65,286.65,71.28,0.2958,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - MIDWEST - Maximize Conversions - Non-Brand - New Stores,Maximize Conversions,Inactive,Mavis Tire Express Services MCC,1,USD,6.75,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - Florida - Maximize Conversions (tCPA) - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,8,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - Illinois - Maximize Conversions (tCPA) - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,7,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - Florida - Maximize Conversions (tCPA) - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,17,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Georgia - Savannah - Maximize Conversions - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,5.12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,zz_MAVIS - Georgia - Savannah - Maximize Conversions (tCPA) - Non-Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP -Midwest - PP 1124 - Maximize Conversion - Brand,Maximize Conversions,Inactive,Brakes Plus,4,USD,9,0,0,0,0,0,0,0,0,USD
